City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Onda,ES,39.9667,-0.25,102.15,17,16,7.29,few clouds
449,High Rock,BS,26.6208,-78.2833,86.02,70,4,12.46,clear sky
450,Hede,CN,33.7681,120.2517,75.31,79,1,5.37,clear sky
451,Dedza,MW,-14.3779,34.3332,70.83,30,0,7.23,clear sky
452,Hobyo,SO,5.3505,48.5268,78.73,73,100,29.51,overcast clouds
453,Barcelos,PT,41.5388,-8.6151,76.28,52,7,12.19,clear sky
454,Olga,RU,43.7444,135.2892,67.15,98,100,8.28,light rain
455,Ozernovskiy,RU,51.5,156.5167,52.81,77,100,8.01,overcast clouds
456,Bull Savanna,JM,17.8868,-77.5902,82.74,60,0,4.83,clear sky
457,Paka,MY,4.6374,103.4368,82.33,89,23,0.0,few clouds
458,Duderstadt,DE,51.5131,10.2595,72.84,70,100,11.59,overcast clouds
459,Belem,BR,-1.4558,-48.5044,89.64,55,40,11.5,scattered clouds
460,Sembakung,ID,3.8167,117.25,80.53,95,92,1.9,overcast clouds
461,Ha Tinh,VN,18.3333,105.9,87.51,62,100,9.26,overcast clouds
462,Rassvet,RU,46.8333,40.75,100.24,24,55,17.9,broken clouds
463,Zhezkazgan,KZ,47.8043,67.7144,72.75,54,100,17.6,overcast clouds
464,Ierapetra,GR,35.01,25.7353,87.44,39,0,20.45,clear sky
465,Miramar,US,25.9873,-80.2323,90.01,76,75,12.66,broken clouds
466,Pisco,PE,-13.7,-76.2167,62.65,72,90,2.3,overcast clouds
467,Sulphur Springs,US,33.1385,-95.6011,80.98,89,75,11.5,broken clouds
468,Chapais,CA,49.7834,-74.8492,51.58,63,42,8.55,scattered clouds
469,San Policarpo,PH,12.1791,125.5072,83.46,75,98,2.1,overcast clouds
470,Zapolyarnyy,RU,69.4154,30.8136,72.68,40,31,10.31,scattered clouds
471,Abbeville,FR,50.1,1.8333,66.16,70,54,19.66,light rain
472,Mogadishu,SO,2.0371,45.3438,77.49,79,25,18.86,scattered clouds
473,Melchor De Mencos,GT,17.0686,-89.1522,78.8,78,0,0.0,clear sky
474,Quimper,FR,48.0,-4.1,66.76,77,75,14.97,broken clouds
475,Nsanje,MW,-16.92,35.262,88.97,24,0,8.81,clear sky
476,Vila Velha,BR,-20.3297,-40.2925,71.55,73,75,8.05,broken clouds
477,Umm Lajj,SA,25.0213,37.2685,95.52,45,0,8.59,clear sky
478,Thunder Bay,CA,48.4001,-89.3168,62.58,70,75,10.36,broken clouds
479,Kindu,CD,-2.95,25.95,78.96,67,75,4.94,light rain
480,Karasjok,NO,69.4719,25.5112,77.11,39,43,13.98,scattered clouds
481,Krasnoselkup,RU,65.7,82.4667,74.52,55,14,5.59,few clouds
482,Ukiah,US,39.1502,-123.2078,72.01,70,1,0.0,clear sky
483,Romny,UA,50.751,33.4747,80.53,49,99,8.93,overcast clouds
484,Singapore,SG,1.2897,103.8501,82.44,94,75,0.0,broken clouds
485,Vasai,IN,19.47,72.8,84.29,79,37,8.34,scattered clouds
486,Camalu,MX,30.85,-116.0667,62.42,90,31,1.79,scattered clouds
487,Kamphaeng Phet,TH,16.25,99.5,80.46,78,100,2.71,overcast clouds
488,Jumla,NP,29.2747,82.1838,63.39,97,84,1.92,broken clouds
489,Severnyy-Kospashskiy,RU,59.0925,57.8008,59.61,49,42,9.24,scattered clouds
490,Isangel,VU,-19.55,169.2667,69.21,78,99,8.84,overcast clouds
491,Sulangan,PH,11.1373,123.7228,85.26,71,17,5.01,few clouds
492,Saldanha,ZA,-33.0117,17.9442,61.48,60,100,5.88,overcast clouds
493,Bacolod,PH,10.6667,122.95,79.84,87,10,6.85,clear sky
494,Port Moresby,PG,-9.4431,147.1797,73.74,88,97,12.86,overcast clouds
495,Kusti,SD,13.1629,32.6635,93.81,38,93,9.62,overcast clouds
496,Kamakwie,SL,9.5,-12.2333,81.39,67,100,3.06,overcast clouds
497,Seoul,KR,37.5683,126.9778,80.04,64,100,2.42,overcast clouds
498,Woodward,US,36.4337,-99.3904,79.83,69,1,17.27,clear sky
499,Mana,GF,5.6592,-53.7767,78.26,87,96,3.98,overcast clouds
500,Chernogorsk,RU,53.8236,91.2842,65.77,88,100,0.0,light rain
501,Borogontsy,RU,62.6683,131.1683,63.0,46,0,10.31,clear sky
502,Mingaora,PK,34.7758,72.3625,81.16,72,63,2.57,broken clouds
503,Zambezi,ZM,-13.5432,23.1047,88.59,9,5,7.36,clear sky
504,Junnar,IN,19.2,73.8833,75.36,82,60,7.92,broken clouds
505,Ilesha,NG,7.1371,5.2583,76.91,81,100,4.43,overcast clouds
506,Songjianghe,CN,42.1859,127.479,60.26,95,0,2.13,clear sky
507,San Francisco,US,37.7749,-122.4194,64.06,90,20,4.0,few clouds
508,Kommunisticheskiy,RU,61.6789,64.4819,64.8,92,100,4.05,light rain
509,Srandakan,ID,-7.9386,110.2506,77.34,88,1,4.18,clear sky
510,Nevers,FR,46.9167,3.3333,70.39,73,64,12.57,broken clouds
511,Medvedka,RU,61.1629,46.387,68.74,47,100,2.93,overcast clouds
512,Lethem,GY,3.3803,-59.7968,82.08,75,32,4.54,scattered clouds
513,Praia,CV,14.9215,-23.5087,84.74,65,20,13.8,few clouds
514,Luang Prabang,LA,19.8856,102.1347,78.39,86,61,2.04,broken clouds
515,San Quintin,MX,30.4833,-115.95,66.56,88,23,2.39,few clouds
516,Dali,CN,25.7,100.1833,67.24,88,100,5.41,overcast clouds
517,Nishihara,JP,26.1842,127.7558,83.86,89,75,24.16,light rain
518,Hun,LY,29.1268,15.9477,109.94,7,0,13.22,clear sky
519,Bayasong,PH,6.6489,124.8731,75.76,95,100,2.64,overcast clouds
520,Chernushka,RU,56.5072,56.0766,67.78,49,78,10.13,broken clouds
521,Sangar,RU,63.9242,127.4739,65.61,39,11,14.92,few clouds
522,Xihua,CN,33.7833,114.5167,79.03,81,0,5.84,clear sky
523,Waddan,LY,29.1614,16.139,109.54,7,0,12.35,clear sky
524,Nanakuli,US,21.3906,-158.1547,76.95,71,20,0.0,few clouds
525,Yumen,CN,40.2833,97.2,75.67,28,93,7.99,overcast clouds
526,Muzaffargarh,PK,30.0754,71.1921,98.62,25,34,13.94,scattered clouds
527,Bocanda,CI,7.0626,-4.4995,89.83,45,92,5.55,overcast clouds
528,Port Hedland,AU,-20.3167,118.5667,64.45,59,9,5.75,clear sky
529,Srbac,BA,45.0978,17.525,94.26,24,36,2.51,scattered clouds
530,Morelia,MX,19.7008,-101.1844,59.94,93,63,0.74,broken clouds
531,Muroto,JP,33.2833,134.15,81.09,85,1,11.79,clear sky
532,Tucupita,VE,9.0622,-62.051,85.41,68,53,1.99,broken clouds
533,Nantucket,US,41.2835,-70.0995,81.09,86,1,9.22,clear sky
534,Sigli,ID,5.3848,95.9609,81.36,80,91,4.38,overcast clouds
535,Xining,CN,36.6167,101.7667,65.5,39,100,4.7,overcast clouds
536,Airai,TL,-8.9266,125.4092,54.27,83,28,2.98,scattered clouds
537,Rwamagana,RW,-1.9487,30.4347,80.04,29,69,4.99,broken clouds
538,Ancud,CL,-41.8697,-73.8203,42.42,68,79,4.36,broken clouds
539,Kokopo,PG,-4.352,152.2633,76.86,84,37,6.62,light rain
540,Balikpapan,ID,-1.2675,116.8289,79.18,85,98,4.41,overcast clouds
541,Aqtobe,KZ,50.2797,57.2072,86.09,21,0,4.47,clear sky
542,San Andres Del Rabanedo,ES,42.6117,-5.6167,71.49,32,20,19.57,few clouds
543,Trairi,BR,-3.2778,-39.2689,89.74,38,52,15.35,broken clouds
544,Diamantino,BR,-14.4086,-56.4461,89.55,24,65,11.01,broken clouds
545,Kamien Pomorski,PL,53.9685,14.7726,78.21,53,41,3.4,scattered clouds
546,Road Town,VG,18.4167,-64.6167,86.2,74,20,13.69,few clouds
547,Garoua,CM,9.3,13.4,85.08,59,89,12.12,overcast clouds
548,Langxiang,CN,46.95,128.8833,61.72,90,5,2.46,clear sky
549,Atasu,KZ,48.6814,71.6433,72.45,48,98,24.87,overcast clouds
550,Volta Redonda,BR,-22.5231,-44.1042,70.59,43,86,5.41,overcast clouds
551,Agutaya,PH,11.148,120.9417,84.42,77,68,11.18,broken clouds
552,Pemangkat,ID,1.1667,108.9667,81.86,80,94,4.56,moderate rain
553,Ucluelet,CA,48.9329,-125.5528,58.08,97,100,7.11,overcast clouds
554,Rocha,UY,-34.4833,-54.3333,68.38,66,7,10.31,clear sky
555,Madingou,CG,-4.1536,13.55,93.27,33,29,9.93,scattered clouds
556,Troitsko-Pechorsk,RU,62.7084,56.1964,53.98,79,100,7.72,overcast clouds
557,Rio Casca,BR,-20.2261,-42.6508,72.5,45,99,5.19,overcast clouds
558,Wewak,PG,-3.5534,143.6268,78.24,87,99,3.8,light rain
559,Ushtobe,KZ,45.2514,77.9838,80.13,21,0,9.78,clear sky
560,Aripuana,BR,-9.1667,-60.6333,89.67,27,0,2.93,clear sky
561,Virginia Beach,US,36.8529,-75.978,81.0,81,100,1.99,overcast clouds
562,Middletown,US,39.5151,-84.3983,79.56,76,1,3.44,clear sky
563,Esterhazy,CA,50.65,-102.0843,67.05,40,14,12.68,few clouds
564,La Brea,HN,15.8,-85.9667,87.31,62,40,3.44,scattered clouds
565,Lensk,RU,60.7253,114.9278,60.15,99,100,1.86,overcast clouds
566,Shitanjing,CN,39.2342,106.3439,80.44,27,100,8.3,overcast clouds
567,Lakatoro,VU,-16.0999,167.4164,74.93,83,100,10.04,overcast clouds
568,Avenal,US,36.0041,-120.129,71.83,36,0,0.85,clear sky
569,Inhambane,MZ,-23.865,35.3833,74.34,61,0,10.67,clear sky
570,Altay,CN,47.8667,88.1167,66.09,43,16,5.41,few clouds
571,Fresnillo,MX,23.1667,-102.8833,60.84,83,94,6.08,overcast clouds
572,Sassandra,CI,4.95,-6.0833,78.44,76,100,9.69,overcast clouds
573,Vila Do Maio,CV,15.1333,-23.2167,84.99,83,54,10.33,broken clouds
574,Levikha,RU,57.5836,59.9003,60.26,64,78,10.6,broken clouds
575,Puerto Carreno,CO,6.189,-67.4859,76.69,86,97,2.28,overcast clouds
576,Boyolangu,ID,-8.1181,111.8935,75.52,94,37,2.57,scattered clouds
577,Jaque,PA,7.5175,-78.1703,78.49,87,100,6.64,moderate rain
578,Coahuayana,MX,18.7333,-103.6833,78.28,85,92,3.36,overcast clouds
579,Santo Tomas,PH,14.1079,121.1414,82.58,91,98,4.27,overcast clouds
580,Marawi,PH,7.9986,124.2928,70.65,92,89,1.72,overcast clouds
581,Tres Palos,MX,18.1833,-101.6167,74.01,96,99,3.42,overcast clouds
582,Marystown,CA,47.1666,-55.1483,69.44,81,98,18.7,overcast clouds
583,Maba,CN,24.6841,113.5984,79.07,94,100,2.62,overcast clouds
584,Williston,US,48.147,-103.618,71.31,76,31,10.25,scattered clouds
585,Alekseyevka,RU,50.6309,38.6903,92.88,21,100,13.22,overcast clouds
586,Tabou,CI,4.423,-7.3528,79.99,70,94,9.91,overcast clouds
587,Erenhot,CN,43.6475,111.9767,84.2,21,100,6.87,overcast clouds
588,Krizevci,HR,46.0219,16.5425,89.8,29,5,9.44,clear sky
589,Bonavista,CA,48.6499,-53.1147,67.12,83,100,19.91,overcast clouds
590,Batagay-Alyta,RU,67.8006,130.4114,54.81,58,83,3.09,broken clouds
591,Tevaitoa,PF,-16.7833,-151.5,77.68,71,75,8.93,broken clouds
592,Shillong,IN,25.5689,91.8831,69.03,97,84,4.97,broken clouds
593,Meiganga,CM,6.5167,14.3,69.73,91,95,5.57,light rain
594,Jambi,ID,-1.6,103.6167,76.62,92,38,1.03,scattered clouds
595,Tezu,IN,27.9167,96.1667,78.84,98,87,2.55,overcast clouds
596,Boralday,KZ,43.3578,76.8594,82.26,26,40,6.71,scattered clouds
597,Geraldton,AU,-28.7667,114.6,66.61,94,90,18.41,overcast clouds
598,La Grande,US,45.3246,-118.0877,63.61,69,3,2.33,clear sky
599,Goderich,CA,43.7501,-81.7165,75.04,85,77,8.08,broken clouds
600,Simao,CN,22.7886,100.9748,68.61,96,99,2.33,overcast clouds
601,Haines Junction,CA,60.7522,-137.5108,51.69,96,65,2.75,broken clouds
602,Khingansk,RU,49.1167,131.1833,59.47,96,100,7.58,light rain
603,Dunedin,NZ,-45.8742,170.5036,39.79,71,100,8.23,overcast clouds
604,Barranca,PE,-10.75,-77.7667,64.22,79,56,8.86,broken clouds
605,Taoudenni,ML,22.6783,-3.9836,116.1,8,11,13.33,few clouds
606,Agadez,NE,19.75,10.25,107.15,6,97,9.01,overcast clouds
607,Peleduy,RU,59.6289,112.7406,57.06,94,100,0.87,overcast clouds
608,Ivanovka,KG,42.8878,75.085,86.43,19,16,6.29,few clouds
609,Lappeenranta,FI,61.0587,28.1887,60.78,93,90,19.57,moderate rain
610,Brandon,US,27.9378,-82.2859,89.1,81,1,1.99,clear sky
611,San Vicente De Canete,PE,-13.0751,-76.3835,65.55,75,59,3.87,broken clouds
612,Flin Flon,CA,54.7682,-101.865,64.81,68,75,7.7,broken clouds
613,Sioux Lookout,CA,50.1001,-91.917,57.58,72,100,7.56,overcast clouds
614,Bhatkal,IN,13.9667,74.5667,78.04,87,100,5.91,overcast clouds
615,Banswada,IN,18.3833,77.8833,81.59,68,100,3.96,overcast clouds
616,Ardakan,IR,32.31,54.0175,100.78,10,90,13.62,overcast clouds
617,Murgab,TM,37.4966,61.9714,103.87,20,0,9.22,clear sky
618,Bonnyville,CA,54.2668,-110.735,61.92,67,100,3.65,overcast clouds
619,Manokwari,ID,-0.8667,134.0833,78.67,81,100,0.29,moderate rain
620,Turukhansk,RU,65.8167,87.9833,71.33,56,65,5.64,broken clouds
621,Nadym,RU,65.5333,72.5167,76.03,56,47,12.77,scattered clouds
622,Trincomalee,LK,8.5711,81.2335,84.74,71,90,11.83,overcast clouds
623,Arrifes,PT,37.7667,-25.7,70.05,64,40,13.8,scattered clouds
624,Nongan,CN,44.382,125.1685,70.21,72,0,5.26,clear sky
625,Melilla,ES,35.2937,-2.9383,95.2,39,0,14.97,clear sky
626,Tecoanapa,MX,16.5167,-98.75,76.46,86,100,4.03,overcast clouds
627,Lircay,PE,-12.9896,-74.7205,50.54,52,6,4.14,clear sky
628,Ko Samui,TH,9.5357,99.9357,84.51,76,100,16.89,overcast clouds
629,Buraydah,SA,26.326,43.975,108.05,8,96,0.56,overcast clouds
630,Gizo,SB,-8.103,156.8419,81.39,72,100,9.55,overcast clouds
631,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,70,40,17.27,scattered clouds
632,Leninskoye,KZ,41.7589,69.3864,96.73,12,0,10.09,clear sky
633,Ishigaki,JP,24.3448,124.1572,81.59,87,100,25.9,overcast clouds
634,Jurado,CO,7.1053,-77.7641,78.06,88,93,4.5,moderate rain
635,Bokoro,TD,12.3807,17.0568,86.14,55,100,5.7,overcast clouds
636,Nuevitas,CU,21.5453,-77.2644,85.44,64,75,9.95,broken clouds
637,Lazaro Cardenas,MX,17.9583,-102.2,78.22,89,84,5.1,broken clouds
638,Banamba,ML,13.55,-7.45,78.44,74,100,13.4,overcast clouds
639,De-Kastri,RU,51.4667,140.7833,54.14,85,100,12.84,overcast clouds
640,Palora,EC,-1.7,-77.9333,75.31,56,9,1.1,clear sky
641,Guiren,CN,33.6697,118.1889,76.48,91,0,5.21,light rain
642,Huilong,CN,31.8111,121.655,81.99,81,36,10.38,scattered clouds
643,Vadnagar,IN,23.7833,72.6333,86.47,60,99,2.86,overcast clouds
644,Murchison,NZ,-41.8,172.3333,41.92,98,100,1.59,light rain
645,Auki,SB,-8.7676,160.7034,76.8,83,100,3.04,overcast clouds
646,Requena,ES,39.4883,-1.1004,95.99,17,89,21.3,overcast clouds
647,Sebina,BW,-20.8667,27.25,82.74,11,0,12.71,clear sky
648,Vrangel,RU,42.7297,133.0839,70.09,92,4,6.26,clear sky
649,Salalah,OM,17.0151,54.0924,80.69,83,75,9.22,broken clouds
650,Islamkot,PK,24.6997,70.177,91.74,47,29,14.09,scattered clouds
651,Acapulco,MX,16.8634,-99.8901,80.42,78,90,4.61,overcast clouds
652,Sterling,US,39.0062,-77.4286,80.47,79,90,1.99,overcast clouds
653,Tocopilla,CL,-22.092,-70.1979,64.11,59,17,7.31,few clouds
654,Khor,RU,47.8861,134.9464,57.34,98,100,12.97,moderate rain
655,Beloye,UA,48.4952,39.0505,93.0,23,100,11.03,light rain
656,Killybegs,IE,54.6333,-8.45,62.31,92,95,17.67,overcast clouds
657,Bluffton,US,32.2371,-80.8604,81.95,88,40,6.91,scattered clouds
658,Pyaozerskiy,RU,65.8333,31.1667,68.68,44,5,9.17,clear sky
659,Brigham City,US,41.5102,-112.0155,66.0,53,1,4.61,clear sky
660,Vytegra,RU,61.0064,36.4481,64.02,72,100,11.12,light rain
661,Sur,OM,22.5667,59.5289,94.39,50,100,8.95,overcast clouds
662,Bosaso,SO,11.2842,49.1816,91.53,47,10,2.51,clear sky
663,Bardiyah,LY,31.7561,25.0865,85.23,56,0,21.88,clear sky
664,Cabedelo,BR,-6.9811,-34.8339,77.67,74,100,20.85,overcast clouds
665,Corvallis,US,44.5646,-123.262,65.41,91,1,0.0,clear sky
666,Sao Francisco,BR,-15.9486,-44.8644,76.42,37,100,9.51,overcast clouds
667,Nalut,LY,30.3333,10.85,107.92,6,0,5.79,clear sky
668,Ordzhonikidze,KZ,52.4411,61.7408,73.09,33,100,9.48,overcast clouds
669,Azovskaya,RU,44.7908,38.6264,91.54,44,100,7.36,overcast clouds
670,Katobu,ID,-4.9408,122.5276,73.36,88,100,4.7,overcast clouds
671,San Gabriel,US,34.0961,-118.1058,75.11,79,90,1.01,haze
672,Shingu,JP,33.7333,135.9833,81.91,86,5,6.82,clear sky
