City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Kutulik,RU,2021-08-06 23:49:03,53.3508,102.7839,59.49,85,97,10.56
278,Vostok,RU,2021-08-06 23:40:23,46.4856,135.8833,72.66,82,100,1.41
279,Kaitangata,NZ,2021-08-06 23:39:05,-46.2817,169.8464,46.92,70,96,12.53
280,Lourdes,FR,2021-08-06 23:49:03,43.1,-0.05,68.94,94,75,0.0
281,Sarangani,PH,2021-08-06 23:49:03,5.4033,125.4636,83.03,75,83,7.25
282,Jinxiang,CN,2021-08-06 23:49:04,27.4327,120.6062,79.77,89,100,12.01
283,Kampong Thum,KH,2021-08-06 23:49:04,12.7111,104.8887,78.55,89,96,3.29
284,Sabla,NG,2021-08-06 23:49:05,12.7525,4.7077,80.35,71,56,10.16
285,Lompoc,US,2021-08-06 23:39:54,34.6391,-120.4579,88.79,74,1,16.11
286,Bara,NG,2021-08-06 23:49:05,10.3744,10.7288,73.85,90,49,8.08
287,Namatanai,PG,2021-08-06 23:41:12,-3.6667,152.4333,83.82,70,59,8.7
288,Male,MV,2021-08-06 23:46:03,4.1748,73.5089,84.15,84,75,23.02
289,Olinda,BR,2021-08-06 23:49:05,-8.0089,-34.8553,76.73,78,40,13.8
290,Maine-Soroa,NE,2021-08-06 23:49:06,13.2114,12.0241,83.91,56,67,12.19
291,Tazovskiy,RU,2021-08-06 23:49:06,67.4667,78.7,58.57,62,10,4.76
292,Kaabong,UG,2021-08-06 23:49:06,3.4836,34.1492,64.83,61,22,4.99
293,Kruisfontein,ZA,2021-08-06 23:39:12,-34.0033,24.7314,47.88,92,5,3.87
294,Anori,BR,2021-08-06 23:49:07,-3.7728,-61.6442,79.72,66,75,3.58
295,Kochevo,RU,2021-08-06 23:49:07,59.5994,54.3125,46.04,95,50,4.43
296,Amarpatan,IN,2021-08-06 23:49:07,24.3167,80.9833,75.33,93,97,7.9
297,Lazarev,RU,2021-08-06 23:49:08,52.225,141.5131,54.63,88,100,16.91
298,Baft,IR,2021-08-06 23:49:08,29.234,56.6057,69.69,40,60,4.27
299,Aksarka,RU,2021-08-06 23:49:08,66.5606,67.7975,63.61,67,26,4.85
300,Chikmagalur,IN,2021-08-06 23:49:09,13.3167,75.7833,67.17,95,100,5.77
301,Bambanglipuro,ID,2021-08-06 23:39:37,-7.95,110.2833,76.91,81,22,3.38
302,Brigantine,US,2021-08-06 23:49:09,39.4101,-74.3646,82.69,70,1,9.22
303,Oktyabrskiy,RU,2021-08-06 23:49:09,54.4815,53.471,53.1,65,52,1.45
304,Tazmalt,DZ,2021-08-06 23:49:10,36.3868,4.3989,84.72,33,0,2.01
305,Shatrovo,RU,2021-08-06 23:49:10,56.5167,64.6333,60.1,82,88,11.32
306,Hovd,MN,2021-08-06 23:49:10,48.0056,91.6419,58.55,59,64,1.9
307,Alto Araguaia,BR,2021-08-06 23:49:11,-17.3147,-53.2153,68.43,38,99,4.61
308,Margate,GB,2021-08-06 23:49:11,51.3813,1.3862,60.04,85,4,4.0
309,Batemans Bay,AU,2021-08-06 23:40:27,-35.7167,150.1833,53.91,58,79,2.59
310,Knysna,ZA,2021-08-06 23:49:11,-34.0363,23.0471,50.38,91,3,4.68
311,Phan Thiet,VN,2021-08-06 23:49:12,10.9333,108.1,80.04,82,91,9.71
312,Souillac,MU,2021-08-06 23:39:55,-20.5167,57.5167,70.18,73,20,10.36
313,Yatou,CN,2021-08-06 23:49:12,37.15,122.3833,78.66,72,68,3.6
314,Palu,ID,2021-08-06 23:49:13,-0.8917,119.8707,81.14,80,100,2.59
315,Ban Nahin,LA,2021-08-06 23:49:13,18.2418,104.2122,77.76,97,80,2.15
316,Itoman,JP,2021-08-06 23:39:52,26.1247,127.6694,84.58,92,75,17.27
317,Nabire,ID,2021-08-06 23:41:23,-3.3667,135.4833,79.75,79,100,1.95
318,Yemelyanovo,RU,2021-08-06 23:49:13,56.1681,92.6767,61.61,100,90,4.47
319,Yumen,CN,2021-08-06 23:49:14,40.2833,97.2,72.34,19,100,7.34
320,Ternate,ID,2021-08-06 23:49:14,0.8,127.4,81.54,74,81,1.61
321,Aden,YE,2021-08-06 23:45:04,12.7794,45.0367,82.56,82,41,7.4
322,Paratinga,BR,2021-08-06 23:49:15,-12.6906,-43.1842,73.69,54,98,9.6
323,Alugan,PH,2021-08-06 23:49:15,12.2188,125.4808,84.63,67,88,4.59
324,Altamont,US,2021-08-06 23:49:16,42.2068,-121.7372,88.79,19,1,1.99
325,Iki-Burul,RU,2021-08-06 23:49:16,45.8208,44.6472,71.94,37,25,14.34
326,Santa Cruz,BO,2021-08-06 23:45:05,-17.8,-63.1667,78.85,44,0,10.36
327,Adrar,MR,2021-08-06 23:40:04,20.5022,-10.0711,94.51,26,48,12.12
328,Vanimo,PG,2021-08-06 23:49:17,-2.6741,141.3028,75.49,93,99,6.11
329,Fortuna,US,2021-08-06 23:49:17,40.5982,-124.1573,92.48,68,20,3.0
330,Tiksi,RU,2021-08-06 23:39:33,71.6872,128.8694,44.35,84,29,3.98
331,Avera,US,2021-08-06 23:40:36,33.194,-82.5271,79.48,86,97,3.11
332,Yulara,AU,2021-08-06 23:40:19,-25.2406,130.9889,48.04,49,0,4.61
333,Nesterov,RU,2021-08-06 23:49:18,54.6306,22.5714,56.97,99,100,8.52
334,Chau Doc,VN,2021-08-06 23:49:18,10.7,105.1167,81.61,76,99,9.6
335,Sawakin,SD,2021-08-06 23:49:19,19.1059,37.3321,91.89,53,5,0.49
336,Grand Gaube,MU,2021-08-06 23:40:49,-20.0064,57.6608,70.2,69,41,5.01
337,Bad Kreuznach,DE,2021-08-06 23:48:05,49.8333,7.8667,62.91,81,100,5.12
338,Pangody,RU,2021-08-06 23:41:20,65.85,74.4859,65.01,71,3,8.12
339,Rehoboth,NA,2021-08-06 23:49:19,-23.3167,17.0833,58.3,27,22,7.99
340,Saldanha,ZA,2021-08-06 23:40:35,-33.0117,17.9442,48.25,78,21,2.8
341,Iguape,BR,2021-08-06 23:49:20,-24.7081,-47.5553,65.14,93,58,9.1
342,Nguruka,TZ,2021-08-06 23:49:20,-5.1092,31.0419,66.9,54,8,3.04
343,Marzuq,YE,2021-08-06 23:49:20,14.4,46.4667,80.47,50,71,6.04
344,Newport,GB,2021-08-06 23:45:24,51.5877,-2.9984,60.08,86,79,17.92
345,Sadasivpet,IN,2021-08-06 23:49:21,17.6212,77.9503,76.01,91,58,11.43
346,Lodwar,KE,2021-08-06 23:49:21,3.1191,35.5973,81.73,42,36,14.36
347,Bedesa,ET,2021-08-06 23:49:21,8.9,40.7833,64.89,67,71,5.79
348,Eureka,US,2021-08-06 23:41:30,40.8021,-124.1637,74.17,73,59,8.21
349,Beloha,MG,2021-08-06 23:41:02,-25.1667,45.05,64.02,63,1,3.76
350,Myaundzha,RU,2021-08-06 23:49:22,63.0494,147.1858,53.94,58,23,3.04
351,Hilo,US,2021-08-06 23:39:30,19.7297,-155.09,82.13,77,90,14.97
352,Tabou,CI,2021-08-06 23:41:12,4.423,-7.3528,75.4,81,17,6.76
353,Gravelbourg,CA,2021-08-06 23:49:22,49.8834,-106.5512,84.47,20,74,9.93
354,Daru,PG,2021-08-06 23:41:08,-9.0763,143.2092,76.95,77,100,15.23
355,Kotelnikovo,RU,2021-08-06 23:49:22,47.6317,43.1461,76.98,27,29,14.9
356,Tuatapere,NZ,2021-08-06 23:39:34,-46.1333,167.6833,39.81,77,100,14.41
357,Nizhniy Kuranakh,RU,2021-08-06 23:49:23,58.8353,125.4869,58.57,97,100,2.86
358,San Patricio,US,2021-08-06 23:40:25,28.017,-97.5169,91.35,59,62,11.01
359,Naze,JP,2021-08-06 23:49:23,28.3667,129.4833,79.72,82,69,7.74
360,Kijang,KR,2021-08-06 23:39:56,35.2442,129.2139,83.93,62,3,6.76
361,Puerto Escondido,MX,2021-08-06 23:40:36,15.85,-97.0667,83.23,61,90,0.0
362,Sorong,ID,2021-08-06 23:39:58,-0.8833,131.25,78.04,87,100,12.01
363,Manitowoc,US,2021-08-06 23:49:24,44.0667,-87.8001,78.66,85,20,1.01
364,Mountain Home,US,2021-08-06 23:46:04,43.133,-115.6912,81.88,26,20,13.8
365,Puerto Colombia,CO,2021-08-06 23:49:24,10.9878,-74.9547,84.29,83,72,15.9
366,Mahon,ES,2021-08-06 23:49:25,39.8885,4.2658,77.56,88,0,9.22
367,Zhob,PK,2021-08-06 23:49:25,31.3411,69.4481,78.55,53,50,2.66
368,Camocim,BR,2021-08-06 23:49:25,-2.9022,-40.8411,77.68,74,14,12.68
369,Vangaindrano,MG,2021-08-06 23:49:25,-23.35,47.6,60.67,90,24,3.78
370,Jalu,LY,2021-08-06 23:40:43,29.0331,21.5482,89.17,16,0,7.56
371,Cidreira,BR,2021-08-06 23:49:26,-30.1811,-50.2056,60.8,93,100,17.22
372,Quatre Cocos,MU,2021-08-06 23:49:26,-20.2078,57.7625,69.91,73,62,10.09
373,Ahipara,NZ,2021-08-06 23:49:27,-35.1667,173.1667,58.35,77,61,17.87
374,Tevaitoa,PF,2021-08-06 23:49:27,-16.7833,-151.5,78.57,70,17,9.01
375,Booue,GA,2021-08-06 23:49:27,-0.0921,11.9385,73.18,89,88,4.79
376,Iqaluit,CA,2021-08-06 23:39:57,63.7506,-68.5145,46.13,71,90,9.22
377,College,US,2021-08-06 23:35:37,64.8569,-147.8028,68.32,84,90,9.22
378,Grand-Santi,GF,2021-08-06 23:49:28,4.25,-54.3833,72.59,98,83,0.81
379,Imbituba,BR,2021-08-06 23:49:28,-28.24,-48.6703,64.81,96,90,9.44
380,Thanh Hoa,VN,2021-08-06 23:44:52,19.8,105.7667,82.76,79,74,4.05
381,Port Macquarie,AU,2021-08-06 23:49:28,-31.4333,152.9167,59.9,56,0,0.51
382,Hay River,CA,2021-08-06 23:41:46,60.8156,-115.7999,67.96,68,75,6.91
383,Harper,LR,2021-08-06 23:49:29,4.375,-7.7169,76.06,78,10,6.58
384,Vao,NC,2021-08-06 23:39:47,-22.6667,167.4833,67.78,58,72,11.83
385,Manacapuru,BR,2021-08-06 23:49:29,-3.2997,-60.6206,79.38,65,40,3.98
386,Balabac,PH,2021-08-06 23:49:29,7.9868,117.0645,84.54,71,91,6.71
387,Flinders,AU,2021-08-06 23:40:21,-34.5833,150.8552,58.37,62,7,4.0
388,Capoterra,IT,2021-08-06 23:49:30,39.1763,8.9718,78.53,77,0,5.75
389,Belyy Yar,RU,2021-08-06 23:49:30,53.6039,91.3903,60.69,94,0,2.24
390,Evanston,US,2021-08-06 23:49:31,42.0411,-87.6901,82.51,66,75,4.0
391,Manakara,MG,2021-08-06 23:40:44,-22.1333,48.0167,61.95,91,40,4.41
392,Miri,MY,2021-08-06 23:49:31,4.4148,114.0089,77.14,94,20,3.44
393,Toguchin,RU,2021-08-06 23:49:32,55.2353,84.3858,57.81,97,51,1.97
394,Cap Malheureux,MU,2021-08-06 23:49:32,-19.9842,57.6142,70.29,69,40,3.0
395,Twin Falls,US,2021-08-06 23:45:00,42.3505,-114.6445,73.29,40,1,17.27
396,Erenhot,CN,2021-08-06 23:49:32,43.6475,111.9767,76.26,30,16,14.0
397,Esperance,AU,2021-08-06 23:40:41,-33.8667,121.9,48.04,56,0,18.75
398,Baiut,RO,2021-08-06 23:49:33,47.6167,24.0,50.22,85,75,1.95
399,Kedougou,SN,2021-08-06 23:49:33,12.5579,-12.1743,73.45,98,100,4.32
400,Yerbogachen,RU,2021-08-06 23:40:35,61.2767,108.0108,59.68,49,68,7.99
401,Rawson,AR,2021-08-06 23:49:34,-43.3002,-65.1023,57.38,43,100,7.05
402,Mareeba,AU,2021-08-06 23:49:34,-17.0,145.4333,71.47,66,85,5.99
403,Kankon,IN,2021-08-06 23:49:35,15.0167,74.0167,77.81,88,84,10.18
404,Sao Joao Evangelista,BR,2021-08-06 23:49:35,-18.5478,-42.7633,60.3,67,100,7.83
405,The Valley,AI,2021-08-06 23:41:35,18.217,-63.0578,82.81,74,75,8.05
406,Santa Helena De Goias,BR,2021-08-06 23:49:35,-17.8136,-50.5969,72.14,37,100,3.91
407,Cradock,ZA,2021-08-06 23:49:36,-32.1642,25.6192,45.59,62,0,1.74
408,Ventspils,LV,2021-08-06 23:45:30,57.3894,21.5606,60.73,100,90,6.91
409,Ibiapina,BR,2021-08-06 23:49:36,-3.9233,-40.8894,71.2,40,34,3.6
410,Tigil,RU,2021-08-06 23:40:08,57.8,158.6667,59.74,56,50,8.12
411,Kyzyl-Suu,KG,2021-08-06 23:49:37,42.3414,78.0056,58.95,56,50,4.21
412,Beringovskiy,RU,2021-08-06 23:41:04,63.05,179.3167,44.08,88,100,17.52
413,Valledupar,CO,2021-08-06 23:49:37,10.4631,-73.2532,76.17,89,57,6.44
414,Berlevag,NO,2021-08-06 23:40:52,70.8578,29.0864,54.3,81,48,11.45
415,Iralaya,HN,2021-08-06 23:49:38,15.0,-83.2333,82.49,85,95,10.2
416,Timmins,CA,2021-08-06 23:49:38,48.4669,-81.3331,60.62,94,90,13.8
417,Luang Prabang,LA,2021-08-06 23:49:38,19.8856,102.1347,75.9,90,89,1.81
418,Calama,CL,2021-08-06 23:49:39,-22.4667,-68.9333,61.29,11,1,13.8
419,Mabaruma,GY,2021-08-06 23:49:39,8.2,-59.7833,75.16,92,85,2.37
420,Kirishi,RU,2021-08-06 23:49:39,59.4471,32.0205,54.77,95,100,8.79
421,Mezen,RU,2021-08-06 23:49:40,65.8522,44.24,46.35,87,30,2.59
422,Tabalosos,PE,2021-08-06 23:49:40,-6.35,-76.6833,79.0,70,0,2.68
423,Chabahar,IR,2021-08-06 23:49:40,25.2919,60.643,82.98,81,9,8.61
424,Diffa,NE,2021-08-06 23:49:40,13.3154,12.6113,83.75,58,67,11.81
425,Lomovka,RU,2021-08-06 23:49:41,53.9194,58.3672,50.92,84,28,2.73
426,Kavieng,PG,2021-08-06 23:49:41,-2.5744,150.7967,85.01,69,95,13.76
427,Valparaiso,CL,2021-08-06 23:49:41,-33.0393,-71.6273,53.47,81,90,4.61
428,Lafiagi,NG,2021-08-06 23:49:42,8.8667,5.4167,72.32,96,98,3.76
429,Yalvac,TR,2021-08-06 23:49:42,38.2956,31.1778,73.45,35,98,4.29
430,Kjollefjord,NO,2021-08-06 23:49:43,70.9457,27.3465,56.57,76,48,8.7
431,Sao Joao Da Barra,BR,2021-08-06 23:49:43,-21.6403,-41.0511,67.77,70,100,8.25
432,Tondano,ID,2021-08-06 23:49:43,1.3038,124.9112,68.09,92,100,2.86
433,Hamilton,US,2021-08-06 23:47:29,39.1834,-84.5333,82.83,59,1,1.01
434,Thinadhoo,MV,2021-08-06 23:49:44,0.5333,72.9333,81.91,69,100,9.35
435,Bandundu,CD,2021-08-06 23:49:44,-3.3167,17.3667,77.32,58,45,4.65
436,Neiafu,TO,2021-08-06 23:41:41,-18.65,-173.9833,81.28,65,20,5.75
437,Boddam,GB,2021-08-06 23:49:44,57.4667,-1.7833,60.12,92,32,15.97
438,Tomatlan,MX,2021-08-06 23:49:45,19.9333,-105.25,79.21,87,96,1.66
439,Soyo,AO,2021-08-06 23:49:45,-6.1349,12.3689,71.37,88,22,5.08
440,Rach Gia,VN,2021-08-06 23:49:45,10.0167,105.0833,78.75,80,100,13.87
441,Nanortalik,GL,2021-08-06 23:39:49,60.1432,-45.2371,45.72,78,54,10.25
442,Grenaa,DK,2021-08-06 23:49:46,56.4158,10.8783,64.62,64,98,3.0
443,Klaksvik,FO,2021-08-06 23:40:33,62.2266,-6.589,59.92,92,90,14.61
444,Port Pirie,AU,2021-08-06 23:49:46,-33.1833,138.0167,53.69,70,12,0.34
445,Leh,IN,2021-08-06 23:49:46,34.1667,77.5833,57.74,61,21,4.88
446,Capitan Bado,PY,2021-08-06 23:49:47,-23.2667,-55.5333,67.33,45,70,8.43
447,Sibolga,ID,2021-08-06 23:40:23,1.7427,98.7792,76.1,79,67,3.53
448,Bokaro,IN,2021-08-06 23:49:47,23.7833,85.9667,83.44,75,99,3.87
449,Kolaras,IN,2021-08-06 23:49:48,25.2333,77.6,73.89,98,100,10.25
450,Guangyuan,CN,2021-08-06 23:49:48,32.442,105.823,72.19,94,100,5.28
451,Pieszyce,PL,2021-08-06 23:49:48,50.7129,16.5823,61.45,95,56,5.37
452,Sakaiminato,JP,2021-08-06 23:47:01,35.55,133.2333,85.98,70,75,5.75
453,Benguela,AO,2021-08-06 23:49:49,-12.5763,13.4055,70.75,86,4,4.7
454,Cumana,VE,2021-08-06 23:49:50,10.4635,-64.1775,84.29,85,17,9.22
455,Plavinas,LV,2021-08-06 23:49:50,56.6178,25.7255,60.51,98,100,10.13
456,Tromso,NO,2021-08-06 23:49:50,69.6496,18.957,54.25,87,75,0.0
457,Fereydunshahr,IR,2021-08-06 23:49:51,32.941,50.121,59.23,36,84,5.95
458,Dombarovskiy,RU,2021-08-06 23:49:51,50.7587,59.5386,64.2,73,6,10.56
459,Plettenberg Bay,ZA,2021-08-06 23:49:51,-34.0527,23.3716,55.22,87,3,4.18
460,Santa Cruz De La Palma,ES,2021-08-06 23:49:52,28.6835,-17.7642,73.54,83,90,13.8
461,Vikulovo,RU,2021-08-06 23:49:52,56.8167,70.6107,58.89,96,86,7.07
462,Moca,DO,2021-08-06 23:49:52,19.5,-70.5,78.85,74,40,13.8
463,Chulman,RU,2021-08-06 23:49:53,56.8479,124.9104,55.65,96,100,4.83
464,Alamos,MX,2021-08-06 23:49:53,27.0167,-108.9333,88.72,76,82,1.97
465,Palmer,US,2021-08-06 23:48:22,42.1584,-72.3287,82.33,66,54,4.32
466,Rovinj,HR,2021-08-06 23:49:54,45.08,13.64,69.21,76,2,6.02
467,Ndele,CF,2021-08-06 23:49:54,8.4109,20.6473,70.88,98,100,2.66
468,Marsa Matruh,EG,2021-08-06 23:49:54,31.3525,27.2453,80.8,74,0,10.36
469,Marienburg,PL,2021-08-06 23:49:55,54.0359,19.0266,60.87,90,100,4.54
470,Ostrovnoy,RU,2021-08-06 23:49:55,68.0531,39.5131,49.95,88,22,3.8
471,Ocosingo,MX,2021-08-06 23:49:55,17.0667,-92.25,65.95,97,100,2.68
472,Aksha,RU,2021-08-06 23:49:56,50.2814,113.2867,67.68,70,19,3.18
473,Ilulissat,GL,2021-08-06 23:49:56,69.2167,-51.1,44.62,70,40,4.61
474,Kloulklubed,PW,2021-08-06 23:49:56,7.0419,134.2556,79.3,74,100,7.63
475,Victoria,HK,2021-08-06 23:45:10,22.2855,114.1577,85.32,89,96,4.0
476,Nome,US,2021-08-06 23:40:12,64.5011,-165.4064,50.16,93,90,8.05
477,Durban,ZA,2021-08-06 23:49:57,-29.8579,31.0292,65.01,78,4,1.99
478,Umm Lajj,SA,2021-08-06 23:40:42,25.0213,37.2685,92.1,43,53,6.73
479,Mari,BR,2021-08-06 23:49:58,-7.06,-35.3194,76.01,91,16,8.32
480,Sorgues,FR,2021-08-06 23:49:58,44.0102,4.8738,69.22,77,0,2.3
481,Bonga,ET,2021-08-06 23:49:58,7.2833,36.2333,57.78,97,67,1.45
482,Narsaq,GL,2021-08-06 23:41:31,60.9167,-46.05,52.02,66,24,0.87
483,Balakhta,RU,2021-08-06 23:49:59,55.38,91.6,60.17,91,92,1.63
484,Pasighat,IN,2021-08-06 23:49:59,28.0667,95.3333,77.74,98,100,1.81
485,Asyut,EG,2021-08-06 23:46:55,27.181,31.1837,87.98,17,0,3.22
486,Kopavogur,IS,2021-08-06 23:49:59,64.1123,-21.913,53.85,82,90,2.3
487,Abalak,RU,2021-08-06 23:50:00,58.1286,68.5944,60.39,89,100,5.03
488,Huilong,CN,2021-08-06 23:50:00,31.8111,121.655,87.04,75,24,9.78
489,Nikel,RU,2021-08-06 23:50:01,69.4128,30.222,53.78,80,88,7.38
490,Severomorsk,RU,2021-08-06 23:50:01,69.0689,33.4162,45.0,83,52,6.33
491,Segezha,RU,2021-08-06 23:50:02,63.7415,34.3222,52.07,75,5,7.09
492,Khovu-Aksy,RU,2021-08-06 23:50:03,51.1333,93.6,50.77,98,100,4.18
493,Pekin,CN,2021-08-06 23:47:10,39.9075,116.3972,75.09,63,95,4.12
494,Makakilo City,US,2021-08-06 23:41:21,21.3469,-158.0858,89.92,49,1,10.36
495,Teguldet,RU,2021-08-06 23:50:04,57.3064,88.1667,60.78,98,91,2.01
496,Panzhihua,CN,2021-08-06 23:40:46,26.5851,101.7128,74.86,79,64,1.1
497,Zhezkazgan,KZ,2021-08-06 23:40:20,47.8043,67.7144,76.14,30,33,3.49
498,Boyolangu,ID,2021-08-06 23:50:05,-8.1181,111.8935,76.6,85,33,2.37
499,Durango,MX,2021-08-06 23:45:53,24.8333,-104.8333,67.8,72,97,2.57
500,Bonavista,CA,2021-08-06 23:50:05,48.6499,-53.1147,71.6,88,20,22.77
501,Barra Do Garcas,BR,2021-08-06 23:41:24,-15.89,-52.2567,77.58,44,0,0.0
502,Luena,AO,2021-08-06 23:50:05,-11.7833,19.9167,51.6,25,0,3.85
503,Rio Cuarto,AR,2021-08-06 23:50:06,-33.1307,-64.3499,65.97,26,0,17.27
504,Lazaro Cardenas,MX,2021-08-06 23:50:06,17.9583,-102.2,82.53,75,68,3.78
505,Lexington,US,2021-08-06 23:41:08,37.9887,-84.4777,81.72,74,1,5.75
506,Tete,MZ,2021-08-06 23:50:06,-16.1564,33.5867,68.05,51,0,3.0
507,Krapkowice,PL,2021-08-06 23:50:07,50.4752,17.9654,60.08,82,21,3.11
508,Bandarbeyla,SO,2021-08-06 23:50:07,9.4942,50.8122,75.56,78,97,27.29
509,Dakar,SN,2021-08-06 23:45:54,14.6937,-17.4441,82.53,78,40,11.5
510,Huarmey,PE,2021-08-06 23:50:08,-10.0681,-78.1522,65.16,81,1,10.83
511,Belonia,IN,2021-08-06 23:50:08,23.2528,91.4514,76.37,95,100,8.79
512,Te Anau,NZ,2021-08-06 23:40:24,-45.4167,167.7167,43.34,76,84,7.2
513,Muzhi,RU,2021-08-06 23:50:08,65.3667,64.6667,57.16,84,92,9.6
514,Jiexiu,CN,2021-08-06 23:50:09,37.0244,111.9125,76.5,62,98,1.36
515,Necochea,AR,2021-08-06 23:41:30,-38.5473,-58.7368,53.04,84,94,9.51
516,Yar-Sale,RU,2021-08-06 23:41:39,66.8333,70.8333,64.67,64,79,7.09
517,Aklavik,CA,2021-08-06 23:41:01,68.2191,-135.0107,45.32,87,75,13.8
518,Umm Kaddadah,SD,2021-08-06 23:41:22,13.6017,26.6876,80.65,61,98,15.86
519,Causapscal,CA,2021-08-06 23:50:09,48.3542,-67.227,71.73,70,46,4.5
520,Mercedes,AR,2021-08-06 23:50:10,-34.6515,-59.4307,62.89,74,67,8.9
521,Kununurra,AU,2021-08-06 23:50:10,-15.7667,128.7333,69.78,23,90,13.8
522,Rocky Mountain House,CA,2021-08-06 23:49:41,52.3668,-114.9188,67.75,68,100,5.75
523,Mango,US,2021-08-06 23:50:12,27.9797,-82.3065,89.51,77,1,4.61
524,Mozarlandia,BR,2021-08-06 23:50:12,-14.7447,-50.5706,76.93,30,77,7.34
525,Itarema,BR,2021-08-06 23:50:13,-2.9248,-39.9167,79.02,73,12,17.52
526,Tabuk,PH,2021-08-06 23:50:13,17.4189,121.4443,82.45,69,100,1.3
527,Makurdi,NG,2021-08-06 23:50:13,7.7411,8.5121,71.96,93,96,4.54
528,Mayumba,GA,2021-08-06 23:50:14,-3.432,10.6554,73.22,84,62,6.51
529,Miles City,US,2021-08-06 23:50:14,46.4083,-105.8406,76.17,60,40,8.05
530,Prince Rupert,CA,2021-08-06 23:50:14,54.3161,-130.3201,60.89,82,90,5.75
531,Nelson Bay,AU,2021-08-06 23:50:14,-32.7167,152.15,56.1,69,0,1.99
532,Quartucciu,IT,2021-08-06 23:50:15,39.2519,9.1794,79.0,76,0,5.01
533,Ust-Tsilma,RU,2021-08-06 23:50:15,65.441,52.1498,42.39,97,36,3.58
534,Saint-Pierre,RE,2021-08-06 23:50:15,-21.3393,55.4781,65.88,70,90,5.75
535,Mwaya,TZ,2021-08-06 23:50:16,-9.55,33.95,66.58,72,3,2.95
536,Smolenka,RU,2021-08-06 23:50:16,52.1352,113.4974,60.87,88,57,4.47
537,Susanville,US,2021-08-06 23:50:17,40.4163,-120.653,84.04,15,1,3.44
538,Lundazi,ZM,2021-08-06 23:49:26,-12.2929,33.1782,60.82,45,0,7.58
539,Solnechnyy,RU,2021-08-06 23:50:18,50.7214,136.6319,55.81,95,100,6.64
540,Monterey,US,2021-08-06 23:50:18,36.2505,-121.2516,97.72,13,0,14.2
541,Roald,NO,2021-08-06 23:50:18,62.5833,6.1333,65.34,67,75,4.61
542,Novoagansk,RU,2021-08-06 23:50:18,61.9449,76.6625,63.0,76,4,4.36
543,Hofn,IS,2021-08-06 23:50:19,64.2539,-15.2082,52.16,85,89,2.3
544,Guerrero Negro,MX,2021-08-06 23:50:19,27.9769,-114.0611,78.91,65,10,15.97
545,Petropavlovskoye,RU,2021-08-06 23:50:20,52.0712,84.107,59.81,83,94,5.21
546,Glamoc,BA,2021-08-06 23:47:05,44.0458,16.8486,56.95,77,0,2.39
547,Sharjah,AE,2021-08-06 23:45:24,25.3573,55.4033,96.26,77,0,3.44
548,Barao De Melgaco,BR,2021-08-06 23:50:20,-16.1944,-55.9675,86.52,30,54,4.25
549,Hami,CN,2021-08-06 23:50:20,42.8,93.45,79.7,19,79,14.29
550,Batagay-Alyta,RU,2021-08-06 23:50:21,67.8006,130.4114,58.69,46,32,1.14
551,Denizli,TR,2021-08-06 23:50:21,37.8402,29.0698,75.74,43,29,2.73
552,Danshui,CN,2021-08-06 23:50:21,22.7984,114.4672,85.01,93,98,2.93
553,Rio Grande,BR,2021-08-06 23:50:22,-32.035,-52.0986,58.95,93,99,11.92
554,Alofi,NU,2021-08-06 23:50:22,-19.0595,-169.9187,80.49,65,19,5.75
555,Santiago Del Estero,AR,2021-08-06 23:36:51,-27.7951,-64.2615,65.8,32,17,9.15
